s1_id,target_id,target_source,s1_name,target_name,name_fuzz_ratio,name_token_overlap,s1_address,target_address,addr_fuzz_ratio,addr_token_overlap,numeric_overlap,s1_country,target_country,failure_category
S1-372903225,S3-845582833,S3,Elevate Professional Center,Miraumbra,16.666666666666664,0,"74B, Lowther Road, Allahabad, Uttar Pradesh","74B, Lowther Road, Kaushambi, Allahabad, उत्तर प्रदेश",64.58333333333333,4,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-590082446,S3-949636981,S3,First Food Private Limited,Mr First Fooo Private Limited,90.9090909090909,3,"20, Baranashi Ghosh Street, Kolkata, Kolkata, Howrah, West Bengal","20, Kolkata, Howrah, WB",52.27272727272727,3,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-889785911,S2-182852657,S2,Surya Om Hospitality Private Limited,సూర్య ఓం హాస్పిటాలిటీ ప్రైవేట్ లిమిటెడ్,10.666666666666668,0,"Flat No 201, Anshu Courtyard, Rangareddy, Telangana","HYDERABAD, Andhra Pradesh, RANGAREDDY, DOOR NO 201",27.722772277227726,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-453939454,S3-627477604,S3,Pediatric Dentistry Care Associates LLC,Pediatric Denbsttry Care Associates LLC,94.87179487179486,4,"154 Rapor Ridge Road, Wythe County, VA","154. Rapor Ridge Road, Austinville, Virginia",65.85365853658536,4,1,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-84172548,S3-632715238,S3,Prime Food Private Limited,ಪ್ರೈಮ್ ಫುಡ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,10.909090909090914,0,"No. 14, 13Th Cross, Gante S Gopal Building Opposite To Kandhya Bhavan, Cubbonpet, Bangalore, Karnataka","No. ##14, Bangalore, KA",31.999999999999996,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-90128015,S2-232725993,S2,Valley Charter School,@valleycharter,62.857142857142854,0,"VA, Prince William County, 1541 Colonial Drive, Unit UNIT 303","1541 COLONIAL DRIVE, WOODBRIDGE, VA",25.0,4,1,US,US,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-720206442,S2-663027707,S2,LK Global Mozayyx LLC,LK GLOBAL,40.0,2,"403 6th Street, Newport, TN","403 6TH STRET, BYBEE, TN",50.98039215686274,3,1,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-128347375,S3-848225821,S3,Anand Green Logistics Private Limited,आनंद ग्रीन लॉजिस्टिक्स प्राइवेट लिमिटेड,10.526315789473683,0,"107 First Floor Plot No-6T.C, Jaina Tower -2 District Centre Janak New Delhi, Delhi, Jaina Tower -2 District Centre Janak New Delhi, Delhi, New Delhi, West Delhi, Delhi","107 First Floor Plot No-6t.c, New Delhi, दिल्ली",37.2093023255814,9,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-247132924,S2-569358324,S2,Gold Software Private Limited,गोल्ड सॉफ्टवेयर प्राइवेट लिमिटेड,9.836065573770492,0,"Pn 47, Ram Nagar Colony, Malpura Gate Ke Pass, Sanganer, Jaipur, Rajasthan","HN 437 PN 47, SANGANER, JHUNJHUNU, Rajasthan",38.983050847457626,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-455534410,S3-168537003,S3,Aum Eye Private Limited,aumeyeprivate.com,55.00000000000001,0,"301 Malay Sky, Friends, Colony, Nr. D.K Patel Hall, Ahmadabad City, Ahmedabad, Gujarat","Door No A-301 Malay Sky, Ahmedabad, GJ",43.548387096774185,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-704479363,S2-749009937,S2,Harbor Coalition,Harbor Coiatin,86.66666666666667,1,"202 15th Street, Fairfield, IA","202 15ST ST, CENTER TOWNSHIP, IA",45.16129032258065,2,1,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-633779655,S2-24729487,S2,Aspen Zhejiang LLC,Aspen Zhmg LLC,81.25,2,"24304 33rd Avenue, WA, Spanaway",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-967735640,S2-155233311,S2,Sree Impex LLP,শ্রী ইম্পেক্স এলএলপি,11.764705882352944,0,"215, Dhalipara, Maheshgote Krishnapur, Newtown, Kolkata, Kolkata, Howrah, West Bengal","215, NORTH 24 PARGANAS, পশ্চিমবঙ্গ",16.806722689075627,1,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-292766321,S3-892376483,S3,Sweet Barbershop,Sweet 8arbershop Corporation,68.18181818181819,1,"6075 Fm 3481, Salado, TX",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-946221985,S2-833081173,S2,Valley Investments LLC,Valley Invsetmest LLC,88.37209302325581,2,"35 Clark Road, Bourne, MA","35 CLARK RD, SAGAMOR BEACH, MA",47.27272727272728,3,1,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-302623297,S2-828512644,S2,Jain Healthcare Private Limited,जैन हेल्थकेयर प्राइवेट लिमिटेड,9.836065573770492,0,"B-73, Sector 6, Noida, Ghaziabad, Uttar Pradesh","#939 B-73, SECTOR 6, NOIDA, NITHARI, उत्तर प्रदेश",35.416666666666664,5,2,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-909955989,S2-685701568,S2,New Consultancy LLP,न्यू कंसल्टेंसी एलएलपी,9.756097560975608,0,"Shop No. 17, Gopal Arcade Poll No. Z-27Ext, Jabalpur, Madhya Pradesh","H.NO 17, JABALPUR, मध्य प्रदेश",22.44897959183674,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-763496609,S3-510672652,S3,Shakti Consulting Limited,shakticonsulting.com,66.66666666666667,0,"Flat No. 8, C Wing, Sai Tower Chs Ltd, Ambadi Road, Vasai West, Thane, Maharashtra","Door No 8, Thane, MH",31.372549019607842,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-181172933,S2-265472423,S2,Laxmi Builders,ಲಕ್ಷ್ಮಿ ಬಿಲ್ಡರ್ಸ್,6.451612903225811,0,"#25, 1St Floor, 6Th Cross, Leela Palace Road, Vruddhi Complex, (Near Ayyappa Temple), Kodihalli, Bangalore, Karnataka","BANGALORE, Karnataka, BANGALORE, #25",18.300653594771244,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-513223898,S3-54391080,S3,Black Logistics Private Limited,ब्लैक लॉजिस्टिक्स प्राइवेट लिमिटेड,9.230769230769232,0,"J-1985 F/F, C.R. Park New Delhi, Delhi, South Delhi, Delhi","J-1985 F/f, Delhi, <NULL>, DL",48.275862068965516,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-900593758,S2-815104992,S2,"Sanet, Inc","Snen, Inc",84.21052631578947,1,"50 Monarch Lane, Hutchinson, KS","50 MONRCH LN, HUTCHNSON CITY, KS",41.269841269841265,2,1,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-38402575,S3-886031599,S3,White Marketing Private Limited,Private White Marketing Ltd,65.51724137931035,3,"S. No 142/4, Cts No 5102, Fl No 1001, Bld No C, 10Th Floor, Aishwaryam Ventures, Pune City, Pune, Maharashtra","Pune, Pune City, null, MH, H.no 505 S. No 142/4",24.35897435897436,6,2,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-39641619,S3-76298342,S3,Global Global Private Limited,Global-Global Pcriaite Limited,91.52542372881356,2,"Virar, Maharashtra, Thakur Arcade, Above Viva Super Market, Virar (West), Thane, 28-30","28-30, Palghar, Thane, MH",27.027027027027028,3,2,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-944430830,S3-122364418,S3,Real Trading,realtrading.com,66.66666666666667,0,"Plot 120, Sy No 41 Kavuri Hills Phase-1, Jubilee Hills, Hyderabad, Telangana","Hyderabad, Plot 120, Hyderabad, TG",40.0,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-42596820,S3-810444824,S3,Lakshmi Construction Private Limited,लक्ष्मी कंस्ट्रक्शन Private Limited,47.887323943661976,2,"B-11/C-2, Malviya Nagar, Ind. Area, Jaipur, Rajasthan","Jaipur, B-011/c-2, Ind. Area, RJ",49.411764705882355,6,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-422926253,S3-182229658,S3,Sky Enterprises Pvt Ltd,स्काई एंटरप्राइजेज प्रा. लि.,11.764705882352944,0,"A- 42, Ground Front Side, Dayal Bagh Faridabad, Faridabad, Haryana","Faridabad, A- 42, हरियाणा",28.57142857142857,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-281356776,S3-328402545,S3,Allied Educational Society,Smt Allied Educational Services,77.19298245614034,2,"Gurugram, Gurgaon, Haryana, H-115 South City 2 Gurugram",,0.0,0,0,India,India,Target Address Completely Missing + Typo in Name
S1-872978967,S3-93715521,S3,Urology Regional Clinic Corp,Beloveoorbi,30.76923076923077,0,"2220 66th Lane, Phoenix, AZ","2220 66th Lane, PMB 8229, Maryvale, Arizona",60.0,3,1,US,US,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-506296494,S2-757441199,S2,Pinnacle Public,Nylaarcsol,24.0,0,"4400 Culver Road, Irondequoit, NY","#4400 CULVER RD, ROCHESTER, NY",44.44444444444444,3,1,US,US,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-481586703,S3-989678341,S3,Bay Institute,Bay Ingstimote,81.4814814814815,1,"9313 Shoveler Trail, Fort Worth, TX","931 Shoveler Trl, N/A, FT. Worth, Texas",75.67567567567568,2,0,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-974370004,S2-967465960,S2,Smart Builders Private Limited,स्मार्ट बिल्डर्स प्राइवेट लिमिटेड,9.523809523809524,0,"Faridabad, 122, Haryana, Navloo Colony, Gali No. 1, Near Ballabgarh Metro Station, Faridabad","H.NO 141 122, FARIDABAD, Haryana",22.580645161290324,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-615738219,S3-6559536,S3,Rahul Brothers Private Limited,Rahul Private Limited Center,72.41379310344827,3,"A-279Okhla Phase-I, New Delhi, South Delhi, Delhi","A-00279okhla Phase-i, New Delhi, Vasundhara, दिल्ली",65.99999999999999,5,0,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-758075760,S3-957484857,S3,Bharat Investments,भारत इन्वेस्टमेंट्स,5.405405405405405,0,"No 7, 3Rd Floor, N.W.A Club Road Market Sector Iv Market, West Punjabi Bagh, New Delhi, Delhi","No ##7, New Delhi, दिल्ली, West Punjabi Bagh",43.79562043795621,7,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-534731343,S3-397126540,S3,Big Solutions Private Limited,ಬಿಗ್ ಸೊಲ್ಯೂಷನ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,9.523809523809524,0,"L21, Zonesha Elegance, Dinne Anjaneya Swamp Temple Rd, Off Haralur Rd, Bangalore, Karnataka","L21, Bangalore, ಕರ್ನಾಟಕ",28.07017543859649,2,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-609758235,S3-479735972,S3,Real Constructions Private Limited,Real Cgrsoucions Private Limited,87.87878787878788,3,"No.1, 1St Floor, Sri Sai, Layout, Panthanur Dinne, Bangalore North, Bangalore, Karnataka","No.1/9, Bangalore North, Bengaluru Rural, KA",48.484848484848484,4,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-975229569,S3-603710587,S3,"Better Software Services, LLC",Quoriza,16.666666666666664,0,"8 Knollridge Road, Asheville, NC","Knollridge Rd, Candler, North Carolina",60.0,1,0,US,US,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-862053862,S2-463433426,S2,Universal & Co,Synvera,47.61904761904761,0,"85, Vindhya Commercial Complex, Sector 11 Cbd Belapur, Navi Mumbai, Navi Mumbai, Mumbai City, Maharashtra","85/3, <NULL>, MUMBAI CITY, NAVI MUMBAI, Maharashtra",34.61538461538461,5,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-126927804,S3-773054197,S3,Future Healthcare Pvt Ltd,फ्यूचर हेल्थकेयर प्रा. लि.,11.764705882352944,0,"Unit No. 14, Krishna Commercial Centre, 6, Udyog Nagar, Near Kamat Club, Goregaon, (West), Mumbai, Maharashtra","Unit No. 14, (West), Mumbai, महाराष्ट्र",38.92617449664429,5,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-47765963,S2-599796635,S2,Arihant Agro Limited,अरिहंत एग्रो लिमिटेड,9.999999999999998,0,"Shop No.32, First Floor, Chaitanya Market, Goda Nakks, Bhopal, Madhya Pradesh","NO 32, BHOPAL, मध्य प्रदेश",17.47572815533981,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-612071387,S3-89753282,S3,Hawes Photonics LLC,Hawes LLC Services,48.64864864864865,2,"1109 Front Street, Chenango, NY",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-169108778,S2-650989582,S2,Smart Industries Private Limited,स्मार्ट इंडस्ट्रीज प्राइवेट लिमिटेड,8.955223880597018,0,"Delhi, South Delhi, New Delhi, Omaxe, Square, Plot No.14, Jasola District Center, Unit No. Ff-48A","UNIT NO. FF-048A, SOUTH DELHI, NEW DELHI, Delhi",20.833333333333336,6,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-91085118,S2-581064933,S2,Eastern Trading Private Limited,ईस्टर्न ट्रेडिंग प्राइवेट लिमिटेड,9.375,0,"Flat No. 204, Building 47, Sector 54/56/58 Seawood, Thane, Maharashtra","THANE, Maharashtra, NO 04, THANE",27.450980392156865,3,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-557018978,S3-265670689,S3,RG Kuries Ltd,Ltd RG Kúries,61.53846153846154,2,"No.169C, Second Floor, K.P Road, Agastheeswaram, Kanyakumari, Tamil Nadu","No.0169c, Agastheeswaram, N/A, TN",55.23809523809524,2,0,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-292615208,S2-442644857,S2,Laxmi Software Private Limited,लक्ष्मी सॉफ्टवेयर प्राइवेट लिमिटेड,9.375,0,"210, 2Nd Floor, Tv Industrial Estate, S K Ahire Marg, Behind Glaxo, Worli., Mumbai, Mumbai City, Maharashtra","210/9, GREATER BOMBAY, MUMBAI CITY, Maharashtra",37.41935483870967,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-930984906,S3-861801469,S3,Shiv Blue Agro Limited,शिव ब्लू एग्रो लिमिटेड,13.636363636363635,0,"B-154, Basement Dayanand Colony, Lajpat Nagar Iv, Delhi, South Delhi, Delhi","B-54, Delhi, South Delhi, DL",52.42718446601942,3,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-692127788,S3-660351010,S3,Prime Om Energy Private Limited,प्राइम ॐ एनर्जी प्राइवेट लिमिटेड,12.698412698412698,0,"B-10, Shivam Apartment, Block-D, Vikaspuri, New Delhi, Delhi","B-b3/10, New Delhi, DL",43.90243902439024,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-722985117,S2-906320276,S2,Innovative Exports Private Limited,ಇನೋವೇಟಿವ್ ಎಕ್ಸ್‌ಪೋರ್ಟ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,7.8947368421052655,0,"No.16/2, Survey No.13/2, 2Nd Cross, Raghuvanahalli, Bangalore South, Bangalore, Karnataka","NO.16/2, BENGALURU URBAN, BANGALORE, Karnataka",38.51851851851852,5,2,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-774070269,S3-346474131,S3,Guru Energy Private Limited,Guru Energy ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,46.42857142857143,2,"132, Ground Floor, Mig, 1St Main, 2Nd Cross 707 Khb, Yelahanka New Town, Bangalore, Karnataka","Bangalore, ಕರ್ನಾಟಕ, Bangalore, 132",29.92125984251969,2,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-181172933,S2-214464661,S2,Laxmi Builders,ಲಕ್ಷ್ಮಿ ಬಿಲ್ಡರ್ಸ್,6.451612903225811,0,"#25, 1St Floor, 6Th Cross, Leela Palace Road, Vruddhi Complex, (Near Ayyappa Temple), Kodihalli, Bangalore, Karnataka","25, BANGALORE, Karnataka, BANGALORE",22.368421052631582,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
