s1_id,entity_type,error_type,num_true_matches,num_pred_matches,top_probability,second_probability,margin,has_address,country
S1-967668658,multi_match,underprediction,4,2,0.9934,0.9464,0.047,True,US
S1-158551406,multi_match,underprediction,6,1,0.9998,0.9991,0.0007,True,US
S1-51785146,multi_match,underprediction,4,1,0.9998,0.9882,0.0116,True,US
S1-412722294,multi_match,false_negative_miss,3,0,0.001,0.0009,0.0001,True,INDIA
S1-506536233,multi_match,underprediction,4,2,0.9998,0.9994,0.0004,True,US
S1-296239895,multi_match,underprediction,3,2,0.9999,0.9992,0.0007,True,US
S1-974407259,multi_match,underprediction,5,2,0.9981,0.9921,0.0061,True,INDIA
S1-967731444,singleton,perfect,0,0,0.0059,0.0044,0.0015,True,US
S1-93392256,multi_match,false_negative_miss,5,0,0.0003,0.0003,0.0,True,US
S1-681339411,multi_match,underprediction,5,1,0.9971,0.9842,0.0129,True,US
S1-853306888,multi_match,underprediction,3,2,0.9971,0.9917,0.0054,True,US
S1-692858045,multi_match,underprediction,2,1,0.9998,0.0002,0.9996,True,US
S1-510935106,multi_match,false_negative_miss,8,0,0.0001,0.0001,0.0,True,US
S1-482088220,multi_match,false_negative_miss,5,0,0.0007,0.0003,0.0003,True,INDIA
S1-512306224,multi_match,underprediction,5,2,0.9994,0.9993,0.0001,True,INDIA
S1-928500009,multi_match,false_negative_miss,4,0,0.001,0.0007,0.0003,True,INDIA
S1-181255342,multi_match,underprediction,4,2,0.9997,0.9993,0.0004,True,US
S1-894727911,multi_match,false_negative_miss,3,0,0.4126,0.2687,0.1439,True,INDIA
S1-275826598,multi_match,underprediction,4,2,0.9999,0.9885,0.0114,True,US
S1-865713170,multi_match,underprediction,3,2,0.9998,0.9997,0.0002,True,US
S1-492936605,multi_match,false_negative_miss,3,0,0.358,0.0001,0.3579,True,US
S1-3213516,multi_match,underprediction,4,1,0.9998,0.0002,0.9996,True,US
S1-975658836,multi_match,false_negative_miss,5,0,0.3702,0.0064,0.3638,True,INDIA
S1-370331721,multi_match,false_negative_miss,4,0,0.0,0.0,0.0,True,INDIA
S1-234057661,multi_match,perfect,2,2,0.9994,0.9315,0.0679,True,INDIA
S1-22486505,multi_match,underprediction,4,1,0.9976,0.4824,0.5152,True,INDIA
S1-650078450,multi_match,underprediction,5,2,0.9994,0.9881,0.0113,True,INDIA
S1-416348014,multi_match,underprediction,3,2,0.9983,0.9786,0.0197,True,US
S1-67011729,multi_match,false_negative_miss,4,0,0.0,0.0,0.0,True,INDIA
S1-174853069,multi_match,underprediction,4,2,0.9998,0.9996,0.0002,True,US
S1-919681657,multi_match,underprediction,5,2,0.9995,0.9994,0.0001,True,INDIA
S1-782980127,multi_match,false_negative_miss,2,0,0.3063,0.0796,0.2267,True,US
S1-833573957,multi_match,underprediction,7,1,0.9998,0.9995,0.0003,True,INDIA
S1-148369734,multi_match,false_negative_miss,4,0,0.0004,0.0001,0.0002,True,INDIA
S1-119016739,multi_match,underprediction,4,1,0.9998,0.1198,0.88,True,US
S1-102982121,multi_match,underprediction,5,2,0.9993,0.9957,0.0036,True,US
S1-781844056,multi_match,underprediction,3,2,0.9977,0.9768,0.021,True,INDIA
S1-848161458,multi_match,underprediction,4,1,0.9993,0.2361,0.7632,True,US
S1-762270498,multi_match,underprediction,5,1,0.9977,0.9796,0.0181,True,US
S1-21027136,multi_match,underprediction,4,2,0.9997,0.9805,0.0192,True,INDIA
S1-302309466,multi_match,underprediction,3,1,0.9587,0.0002,0.9584,True,US
S1-959790277,multi_match,underprediction,3,2,0.9961,0.8891,0.107,True,US
S1-112414514,multi_match,underprediction,3,1,0.998,0.3702,0.6279,True,US
S1-637286894,multi_match,underprediction,5,1,0.9975,0.962,0.0354,True,US
S1-192416035,single_match,perfect,1,1,0.9999,0.0003,0.9996,True,US
S1-544572422,multi_match,underprediction,3,2,0.9856,0.9658,0.0197,True,US
S1-894703954,multi_match,false_negative_miss,2,0,0.0004,0.0003,0.0,True,US
S1-809703438,multi_match,false_negative_miss,3,0,0.0,0.0,0.0,True,INDIA
S1-119316695,multi_match,underprediction,5,2,0.9997,0.989,0.0108,True,INDIA
S1-75965121,multi_match,false_negative_miss,2,0,0.0157,0.0002,0.0156,True,US
S1-371221089,multi_match,underprediction,3,2,0.9998,0.9998,0.0001,True,INDIA
S1-43457619,multi_match,false_negative_miss,5,0,0.0003,0.0002,0.0001,True,INDIA
S1-610160536,multi_match,underprediction,4,1,0.9995,0.9992,0.0003,True,INDIA
S1-58675228,multi_match,underprediction,4,2,0.9958,0.9956,0.0002,True,US
S1-634340795,multi_match,underprediction,4,1,0.9998,0.9972,0.0026,True,INDIA
S1-806368917,multi_match,underprediction,5,1,0.9982,0.0,0.9982,True,INDIA
S1-97957416,multi_match,underprediction,5,1,0.9956,0.009,0.9866,True,US
S1-160446508,multi_match,underprediction,5,1,0.9998,0.4233,0.5765,True,US
S1-260992031,multi_match,false_negative_miss,2,0,0.0043,0.0003,0.004,True,US
S1-263330801,multi_match,underprediction,3,2,0.9999,0.9729,0.027,True,US
S1-446241752,multi_match,underprediction,4,2,0.9996,0.9994,0.0001,True,US
S1-861401061,multi_match,underprediction,3,2,0.9998,0.9998,0.0,True,US
S1-964336910,single_match,perfect,1,1,0.9837,0.3587,0.625,True,INDIA
S1-908721517,multi_match,underprediction,4,1,0.6458,0.0003,0.6455,True,US
S1-236178931,multi_match,underprediction,5,1,0.999,0.9937,0.0052,True,US
S1-481557553,multi_match,underprediction,8,2,0.999,0.998,0.001,True,INDIA
S1-131091732,multi_match,underprediction,4,2,0.9998,0.9997,0.0002,True,US
S1-965322792,multi_match,underprediction,3,2,0.9997,0.9841,0.0156,True,INDIA
S1-445284575,singleton,perfect,0,0,0.0,0.0,0.0,True,INDIA
S1-105117983,multi_match,underprediction,6,2,0.9998,0.994,0.0058,True,US
S1-728945784,single_match,perfect,1,1,0.9996,0.0015,0.998,True,INDIA
S1-149995416,multi_match,false_negative_miss,2,0,0.1024,0.0008,0.1016,True,US
S1-92330489,singleton,perfect,0,0,0.0011,0.0007,0.0003,True,US
S1-200776431,multi_match,underprediction,3,2,0.9118,0.877,0.0347,True,US
S1-820695310,multi_match,underprediction,3,2,0.9988,0.9974,0.0015,True,INDIA
S1-801377986,multi_match,underprediction,3,2,0.9995,0.9943,0.0052,True,US
S1-663256374,multi_match,underprediction,4,2,0.9999,0.9932,0.0067,True,US
S1-391818252,multi_match,underprediction,4,2,0.9996,0.9971,0.0025,True,INDIA
S1-633330492,multi_match,underprediction,3,1,0.9994,0.0004,0.9989,True,US
S1-246070196,multi_match,mixed,2,2,0.9942,0.9508,0.0434,True,US
S1-732588603,multi_match,underprediction,4,1,0.9188,0.0005,0.9183,True,INDIA
S1-624907630,single_match,false_negative_miss,1,0,0.0002,0.0001,0.0001,True,INDIA
S1-408713992,multi_match,underprediction,3,2,0.9401,0.8301,0.11,True,US
S1-267940292,multi_match,underprediction,5,2,0.9999,0.9998,0.0,True,US
S1-797330837,multi_match,underprediction,3,2,0.9999,0.9998,0.0001,True,US
S1-947528327,multi_match,underprediction,4,1,0.8947,0.3967,0.4979,True,INDIA
S1-875769342,multi_match,underprediction,3,1,0.9998,0.9908,0.009,True,INDIA
S1-818927919,multi_match,underprediction,4,1,0.9911,0.9717,0.0194,True,US
S1-149920799,multi_match,underprediction,4,2,0.9999,0.9996,0.0003,True,US
S1-440039282,multi_match,underprediction,2,1,0.9993,0.0002,0.9991,True,US
S1-319657483,multi_match,underprediction,3,1,0.9961,0.0002,0.9959,True,US
S1-291862680,multi_match,underprediction,5,1,0.998,0.9967,0.0013,True,INDIA
S1-965786849,multi_match,underprediction,3,1,0.9972,0.0061,0.9911,True,US
S1-837308131,multi_match,perfect,2,2,0.9941,0.9841,0.0099,True,US
S1-932465963,multi_match,underprediction,4,1,0.9999,0.0003,0.9996,True,US
S1-819120683,multi_match,underprediction,8,2,0.9998,0.9998,0.0,True,US
S1-863910489,multi_match,underprediction,4,2,0.9998,0.9994,0.0004,True,INDIA
S1-86244014,multi_match,underprediction,5,1,0.9997,0.9912,0.0085,True,US
S1-161359628,multi_match,underprediction,5,2,0.9966,0.9768,0.0199,True,INDIA
S1-419972775,multi_match,false_negative_miss,4,0,0.2802,0.2672,0.013,True,US
S1-101053769,multi_match,underprediction,2,1,0.9993,0.0009,0.9984,True,US
S1-48467158,multi_match,underprediction,4,2,0.9998,0.9997,0.0001,True,US
S1-183041792,multi_match,underprediction,4,1,0.9931,0.9898,0.0033,True,US
S1-388070255,multi_match,underprediction,3,1,0.9888,0.1077,0.881,True,US
S1-833028160,multi_match,underprediction,3,1,0.9997,0.0004,0.9993,True,US
S1-165539783,multi_match,underprediction,4,2,0.9998,0.9951,0.0047,True,US
S1-60507103,multi_match,false_negative_miss,3,0,0.0026,0.0006,0.0021,True,INDIA
S1-418646566,multi_match,underprediction,3,2,0.9986,0.9943,0.0043,True,US
S1-962364621,multi_match,underprediction,3,2,0.9998,0.9985,0.0013,True,INDIA
S1-710157495,multi_match,underprediction,2,1,0.9976,0.0006,0.997,True,INDIA
S1-939447579,multi_match,underprediction,3,2,0.9905,0.9898,0.0007,True,US
S1-13818706,multi_match,false_negative_miss,5,0,0.0001,0.0001,0.0,True,US
S1-792112698,multi_match,false_negative_miss,6,0,0.0,0.0,0.0,True,INDIA
S1-605709762,multi_match,underprediction,3,2,0.9997,0.999,0.0007,True,US
S1-336779991,multi_match,underprediction,5,2,0.9998,0.9998,0.0,True,US
S1-57171422,multi_match,underprediction,2,1,0.9983,0.0001,0.9982,True,US
S1-600160955,multi_match,false_negative_miss,5,0,0.0008,0.0002,0.0006,True,US
S1-534914622,multi_match,underprediction,5,1,0.9998,0.9997,0.0001,True,US
S1-743993070,multi_match,underprediction,6,1,0.9996,0.9995,0.0002,True,US
S1-326603267,multi_match,underprediction,4,1,0.9967,0.0006,0.9961,True,US
S1-957815259,multi_match,false_negative_miss,4,0,0.0006,0.0005,0.0001,True,INDIA
S1-458806755,multi_match,underprediction,3,2,0.9998,0.9998,0.0001,True,US
S1-38479931,multi_match,underprediction,4,2,0.9977,0.9956,0.0021,True,US
S1-974514357,multi_match,underprediction,6,2,0.9998,0.9994,0.0004,True,INDIA
S1-894709238,multi_match,underprediction,4,1,0.9997,0.999,0.0007,True,INDIA
S1-791644747,multi_match,false_negative_miss,3,0,0.0002,0.0001,0.0001,True,US
S1-786926750,multi_match,underprediction,4,1,0.9875,0.7167,0.2708,True,US
S1-771831501,multi_match,underprediction,3,1,0.9991,0.0,0.9991,True,INDIA
S1-524325997,multi_match,false_negative_miss,4,0,0.0002,0.0001,0.0001,True,INDIA
S1-253279554,multi_match,underprediction,3,2,0.9996,0.9967,0.0029,True,US
S1-451439210,singleton,perfect,0,0,0.1585,0.0712,0.0873,True,US
S1-401545360,singleton,perfect,0,0,0.0004,0.0004,0.0,True,INDIA
S1-351158351,multi_match,underprediction,3,2,0.9995,0.9596,0.0399,True,US
S1-916995432,multi_match,underprediction,5,2,0.9998,0.9998,0.0,True,US
S1-953082896,multi_match,underprediction,3,1,0.9879,0.799,0.1889,True,INDIA
S1-965518513,multi_match,underprediction,6,2,0.9966,0.9851,0.0115,True,INDIA
S1-957820531,singleton,perfect,0,0,0.0002,0.0001,0.0002,True,US
S1-319761930,multi_match,underprediction,7,1,0.9981,0.998,0.0,True,INDIA
S1-996744389,multi_match,underprediction,3,2,0.9998,0.9925,0.0074,True,INDIA
S1-653877653,multi_match,underprediction,2,1,0.995,0.0,0.995,True,US
S1-605283074,multi_match,false_negative_miss,3,0,0.2134,0.0016,0.2118,True,US
S1-312222661,single_match,false_negative_miss,1,0,0.3472,0.0005,0.3467,True,US
S1-553201285,multi_match,underprediction,4,2,0.9994,0.9991,0.0004,True,US
S1-688787697,multi_match,false_negative_miss,2,0,0.0008,0.0006,0.0001,True,US
S1-809838604,multi_match,underprediction,6,1,0.9997,0.9996,0.0001,True,US
S1-108100034,multi_match,underprediction,2,1,0.9998,0.9977,0.0022,True,US
S1-670379960,multi_match,underprediction,3,2,0.9991,0.9909,0.0081,True,US
S1-413672837,multi_match,underprediction,4,2,0.9979,0.9957,0.0022,True,US
S1-935074783,multi_match,underprediction,5,1,0.9998,0.0001,0.9997,True,US
S1-273960927,multi_match,underprediction,5,2,0.9958,0.9951,0.0007,True,INDIA
S1-612657016,multi_match,underprediction,3,1,0.9873,0.0004,0.987,True,US
S1-618733401,multi_match,underprediction,6,2,0.9996,0.9991,0.0005,True,US
S1-860136022,multi_match,false_negative_miss,3,0,0.0003,0.0003,0.0,True,INDIA
S1-799864012,multi_match,underprediction,5,1,0.9999,0.9997,0.0002,True,US
S1-87791041,multi_match,underprediction,4,1,0.995,0.8048,0.1902,True,INDIA
S1-649031113,multi_match,underprediction,5,1,0.9998,0.0008,0.999,True,US
S1-672933113,multi_match,false_negative_miss,2,0,0.0153,0.0008,0.0145,True,US
S1-28728934,multi_match,underprediction,3,1,0.6022,0.3856,0.2165,True,US
S1-978423310,multi_match,underprediction,2,1,0.7744,0.0004,0.774,True,INDIA
S1-838821895,multi_match,underprediction,4,1,0.9993,0.0014,0.9979,True,US
S1-490321672,multi_match,underprediction,9,1,0.9983,0.9944,0.0039,True,US
S1-460457035,multi_match,underprediction,4,2,0.9997,0.9996,0.0001,True,US
S1-967352194,multi_match,false_negative_miss,2,0,0.0001,0.0001,0.0,True,US
S1-137807964,multi_match,underprediction,4,2,0.9959,0.9932,0.0027,True,US
S1-320639366,multi_match,underprediction,5,1,0.9998,0.9998,0.0,True,US
S1-605563374,multi_match,underprediction,3,1,0.9999,0.3702,0.6298,True,US
S1-536433289,multi_match,underprediction,2,1,0.9828,0.3541,0.6287,True,US
S1-781875739,multi_match,underprediction,5,2,0.9988,0.9988,0.0,True,INDIA
S1-532394042,multi_match,underprediction,4,1,0.4824,0.0003,0.4821,True,INDIA
S1-955998077,multi_match,underprediction,6,1,0.5267,0.0,0.5267,True,INDIA
S1-188865045,multi_match,underprediction,3,2,0.9998,0.9997,0.0001,True,INDIA
S1-274866143,multi_match,underprediction,2,1,0.8407,0.0191,0.8216,True,INDIA
S1-522483011,multi_match,underprediction,3,1,0.9997,0.0,0.9997,True,INDIA
S1-440936029,multi_match,false_negative_miss,5,0,0.0005,0.0003,0.0001,True,INDIA
S1-86702033,multi_match,false_negative_miss,4,0,0.0003,0.0002,0.0001,True,INDIA
S1-393066224,multi_match,false_negative_miss,3,0,0.0008,0.0008,0.0,True,INDIA
S1-847011061,multi_match,underprediction,2,1,0.9551,0.0055,0.9496,True,INDIA
S1-444449979,multi_match,underprediction,4,1,0.9991,0.999,0.0002,True,US
S1-628881779,multi_match,underprediction,6,2,0.9998,0.9997,0.0001,True,US
S1-196030256,multi_match,underprediction,2,1,0.9857,0.8163,0.1693,True,INDIA
S1-120771977,multi_match,underprediction,2,1,0.9869,0.4075,0.5795,True,US
S1-444277961,multi_match,underprediction,5,1,0.999,0.0003,0.9986,True,INDIA
S1-665343497,multi_match,underprediction,3,1,0.9906,0.3856,0.6049,True,US
S1-508857853,multi_match,underprediction,2,1,0.9975,0.0002,0.9972,True,INDIA
S1-240034200,multi_match,false_negative_miss,3,0,0.0002,0.0001,0.0002,True,INDIA
S1-431236158,multi_match,underprediction,4,1,0.9996,0.9961,0.0035,True,US
S1-152959531,multi_match,underprediction,3,1,0.9949,0.3856,0.6092,True,US
S1-217406218,multi_match,underprediction,2,1,0.9994,0.1147,0.8847,True,US
S1-796919855,multi_match,underprediction,3,1,0.5454,0.0555,0.49,True,INDIA
S1-93484271,multi_match,underprediction,2,1,0.9998,0.0493,0.9505,True,US
S1-301715113,multi_match,underprediction,5,2,0.9996,0.9992,0.0004,True,INDIA
S1-416178997,multi_match,underprediction,7,2,0.9998,0.9995,0.0002,True,US
S1-920529523,multi_match,underprediction,3,1,0.8191,0.1989,0.6202,True,INDIA
S1-856329698,multi_match,underprediction,4,2,0.9998,0.9997,0.0001,True,US
S1-543791458,multi_match,underprediction,3,2,0.9999,0.9484,0.0515,True,US
S1-179432440,multi_match,false_negative_miss,3,0,0.0003,0.0001,0.0002,True,US
S1-329427428,singleton,perfect,0,0,0.0003,0.0002,0.0001,True,US
S1-308649305,multi_match,underprediction,2,1,0.9999,0.3494,0.6504,True,US
S1-579568972,multi_match,underprediction,5,2,0.9992,0.9943,0.005,True,INDIA
S1-739014127,multi_match,false_negative_miss,2,0,0.1655,0.0002,0.1654,True,US
S1-167182988,multi_match,underprediction,3,1,0.9996,0.5836,0.416,True,US
S1-868663880,multi_match,underprediction,6,2,0.9998,0.9987,0.0012,True,INDIA
S1-328824490,multi_match,underprediction,6,2,0.9995,0.9993,0.0002,True,US
S1-742858342,multi_match,underprediction,3,2,0.9998,0.9982,0.0015,True,INDIA
S1-794013828,multi_match,underprediction,3,2,0.9873,0.9767,0.0106,True,INDIA
S1-800575861,multi_match,underprediction,2,1,0.9463,0.5923,0.354,True,US
S1-525062226,multi_match,underprediction,6,1,0.999,0.9988,0.0003,True,US
S1-538445121,multi_match,underprediction,3,2,0.9999,0.9795,0.0203,True,US
S1-451246908,multi_match,underprediction,4,1,0.9997,0.0004,0.9993,True,US
S1-369303776,multi_match,underprediction,5,2,0.9985,0.9871,0.0115,True,INDIA
S1-485096809,multi_match,underprediction,4,1,0.9995,0.2547,0.7448,True,US
S1-403582148,multi_match,underprediction,3,2,0.9995,0.9987,0.0009,True,US
S1-536822573,multi_match,underprediction,3,2,0.9904,0.9438,0.0467,True,US
S1-665527932,multi_match,perfect,2,2,0.9999,0.9973,0.0026,True,US
S1-789998162,single_match,false_negative_miss,1,0,0.0186,0.0134,0.0053,True,INDIA
S1-984603153,multi_match,underprediction,9,2,0.9994,0.9993,0.0,True,US
S1-230364276,multi_match,underprediction,4,1,0.9999,0.9997,0.0002,True,US
S1-670856533,multi_match,false_negative_miss,2,0,0.3982,0.0003,0.3979,True,US
S1-239682708,multi_match,false_negative_miss,3,0,0.0009,0.0005,0.0004,True,INDIA
S1-385616770,multi_match,false_negative_miss,3,0,0.0003,0.0003,0.0,True,INDIA
S1-836124069,multi_match,underprediction,2,1,0.9998,0.0349,0.9649,True,INDIA
S1-64288988,multi_match,underprediction,3,2,0.9306,0.8476,0.0831,True,INDIA
S1-987832977,multi_match,underprediction,3,1,0.9997,0.9924,0.0073,True,US
S1-820941366,multi_match,false_negative_miss,4,0,0.0087,0.0061,0.0026,True,INDIA
S1-861570452,multi_match,false_negative_miss,2,0,0.0,0.0,0.0,True,INDIA
S1-105473538,multi_match,underprediction,4,2,0.9999,0.9973,0.0026,True,US
S1-112988681,multi_match,underprediction,5,2,0.9998,0.9993,0.0006,True,US
S1-255669728,singleton,perfect,0,0,0.0262,0.0002,0.026,True,US
S1-507718369,multi_match,underprediction,3,1,0.9993,0.996,0.0034,True,US
S1-264667316,single_match,false_negative_miss,1,0,0.0095,0.0009,0.0087,True,US
S1-941928110,multi_match,false_negative_miss,4,0,0.4126,0.1773,0.2353,True,INDIA
S1-331126673,multi_match,underprediction,4,1,0.993,0.9892,0.0038,True,US
S1-615925995,multi_match,underprediction,4,2,0.9999,0.9985,0.0014,True,US
S1-260152463,multi_match,underprediction,5,2,0.9982,0.996,0.0022,True,US
S1-475810103,multi_match,underprediction,4,1,0.9996,0.0007,0.9989,True,US
S1-626354646,multi_match,underprediction,2,1,0.9996,0.6458,0.3538,True,US
S1-605691930,multi_match,underprediction,4,2,0.9985,0.9902,0.0083,True,INDIA
S1-145347908,multi_match,underprediction,8,2,0.9997,0.9995,0.0002,True,US
S1-832652213,multi_match,false_negative_miss,2,0,0.0733,0.0012,0.072,True,US
S1-344141865,multi_match,perfect,2,2,0.9991,0.998,0.0012,True,US
S1-209563747,multi_match,underprediction,3,1,0.9998,0.9998,0.0,True,INDIA
S1-693035978,multi_match,false_negative_miss,2,0,0.0007,0.0004,0.0003,True,US
S1-697715754,multi_match,underprediction,6,1,0.999,0.0008,0.9981,True,INDIA
S1-327258218,multi_match,underprediction,2,1,0.9963,0.4123,0.584,True,INDIA
S1-637443795,multi_match,underprediction,4,1,0.992,0.0005,0.9915,True,INDIA
S1-885689320,multi_match,underprediction,5,2,0.9997,0.9975,0.0023,True,US
S1-543977802,multi_match,underprediction,3,2,0.9999,0.9988,0.0011,True,US
S1-626372693,multi_match,underprediction,4,2,0.9982,0.9978,0.0005,True,US
S1-526512910,multi_match,underprediction,2,1,0.999,0.0094,0.9896,True,US
S1-361024356,multi_match,underprediction,4,1,0.9761,0.0,0.9761,True,INDIA
S1-785651235,multi_match,underprediction,5,2,0.9994,0.9864,0.013,True,US
S1-735747883,multi_match,underprediction,4,1,0.9879,0.225,0.7629,True,US
S1-272185963,multi_match,underprediction,3,2,0.9995,0.9912,0.0083,True,US
S1-400582220,multi_match,underprediction,3,1,0.9952,0.0017,0.9936,True,US
S1-379917080,multi_match,underprediction,3,1,0.9999,0.9996,0.0003,True,US
S1-92515891,single_match,perfect,1,1,0.9724,0.152,0.8203,True,US
S1-981390098,multi_match,underprediction,3,1,0.9956,0.9832,0.0123,True,US
S1-993215400,multi_match,underprediction,4,2,0.9997,0.9994,0.0003,True,US
S1-988399109,multi_match,underprediction,2,1,0.7776,0.7499,0.0277,True,US
S1-309585305,multi_match,underprediction,3,2,0.9909,0.9688,0.0221,True,US
S1-498671580,multi_match,underprediction,5,2,0.9982,0.9566,0.0416,True,US
S1-164741435,multi_match,underprediction,2,1,0.9992,0.4126,0.5865,True,INDIA
S1-672360171,multi_match,underprediction,3,2,0.9999,0.9991,0.0007,True,US
S1-172727889,multi_match,underprediction,2,1,0.9992,0.0009,0.9984,True,US
S1-561334789,multi_match,false_negative_miss,4,0,0.0314,0.031,0.0004,True,US
S1-592623606,multi_match,underprediction,3,1,0.9995,0.0003,0.9992,True,US
S1-110016005,singleton,perfect,0,0,0.0,0.0,0.0,True,INDIA
S1-599462797,multi_match,underprediction,5,2,0.9997,0.9776,0.022,True,INDIA
