s1_id	target_id	target_source	s1_name	s1_address	s1_country	target_country	shared_tokens	diagnosed_reason
S1-674804193	S3-988127326	S3	urban book store	6 franklin court barboursville wv	us	us	urban,store,book	partial_token_overlap_unindexed
S1-970879476	S3-683138338	S3	peridiq realty llc	city of boscobel 801 bluff street wi	us	us	peridiq,llc	partial_token_overlap_unindexed
S1-328713969	S3-179552907	S3	cozy barbershop	7675 wryneck drive dublin oh	us	us	cozy,barbershop	partial_token_overlap_unindexed
S1-459735113	S2-911236725	S2	multi india india of cuddapah private limited	2 144 gudipadu village duvvur mandal cuddapah andhra pradesh	india	india	cuddapah,of,india,private,multi	partial_token_overlap_unindexed
S1-688943895	S3-703605679	S3	v t agraharam society ltd	plot no h 1 ap industrial estate v t agraharam vizianagaram andhra pradesh	india	india	society,v,ltd,t	partial_token_overlap_unindexed
S1-270944415	S3-341071115	S3	east sterling dominion p c	521 looking glass trail mecklenburg county va	us	us	dominion,east,p,c	partial_token_overlap_unindexed
S1-360909582	S3-941669819	S3	coastal school of medicine	3 astor ridge drive unit unit d amherst ny	us	us	school,coastal,of	partial_token_overlap_unindexed
S1-143051451	S2-906065132	S2	secunderabad builders private limited	plot no 8 first floor apgovt karkana janakpuri colony near narne estate secunderabad hyderabad telangana	india	india	private,secunderabad,limited	partial_token_overlap_unindexed
S1-160962647	S3-719811626	S3	superstar health private limited	shell north gate near kims tennis academy hennur main road kothanur bangalore karnataka	india	india	private,health,superstar	partial_token_overlap_unindexed
S1-593759410	S3-317277804	S3	behavioral health medicine inc	170 stroud road shelton wa	us	us	medicine,inc,behavioral,health	partial_token_overlap_unindexed
S1-603700214	S2-66988999	S2	random college	1st floor morabia commercialcentre plotno 44 sector 9 gandhidham kutch gujarat	india	india		zero_shared_tokens_transliteration
S1-436985273	S3-150259143	S3	corner pilates	ky 116 redwood drive frankfort	us	us		zero_shared_tokens_transliteration
S1-691663442	S2-590889572	S2	classic data digital lp	az 15361 virginia avenue goodyear unit 2041	us	us		zero_shared_tokens_transliteration
S1-989061306	S3-486975380	S3	red technology	flat no 6 mumbai city maharashtra krishna kunj nbbk colony ceasar road amboli andheri w mumbai	india	india		empty_or_missing_name
S1-170773933	S3-781664293	S3	ss consultancy private limited	plot no tc 16 vibhuti khand lesa lucknow uttar pradesh	india	india		empty_or_missing_name
S1-88481196	S2-109938414	S2	blue ace mae llc	70 wilson court chesterton in	us	us	ace,blue,mae	partial_token_overlap_unindexed
S1-486982617	S3-315801942	S3	kent capital llc	1302 shandelee road ny callicoon	us	us	capital,kent	partial_token_overlap_unindexed
S1-151748434	S3-106947969	S3	tejas films private limited	plot no d 20 g f nawada houseing complex uttam nagar near fakkar baba mandir new delhi west delhi delhi	india	india	tejas,films	partial_token_overlap_unindexed
S1-2706888	S2-718967340	S2	silver properties private limited	634 kh no 258 s f westend marg saiyadul ajyab new delhi south west delhi delhi	india	india		zero_shared_tokens_transliteration
S1-191645710	S2-243975990	S2	gangansh consultancy pvt ltd	5 139 aradhana roop nagarstation road bandra east mumbai maharashtra	india	india	gangansh,pvt,consultancy	partial_token_overlap_unindexed
S1-281384928	S3-565971954	S3	first infrastructure limited	flat no 803 a block shree ram south court jaipur rajasthan	india	india	first,infrastructure	partial_token_overlap_unindexed
S1-477234854	S2-179008487	S2	internal medicine health corp	16 contenta unit unit 2 flagstaff az	us	us	medicine,health,internal	partial_token_overlap_unindexed
S1-483905548	S3-201408207	S3	jay infrastructure private limited	c o rajeswar pawade shivaji nagar nanded maharashtra	india	india		empty_or_missing_name
S1-513198302	S2-272964407	S2	supreme laxmi consulting private limited	kodungallur kerala thrissur p kalthikat h mayooreswaram temple rd 6 545c	india	india		empty_or_missing_name
S1-475736552	S2-811239699	S2	fairfax county family church	3003 pleasantree court fairfax county va	us	us	county,fairfax,family	partial_token_overlap_unindexed
S1-147388490	S3-629881157	S3	friedman and spring	16111 319th street auburn wa	us	us	and,friedman	partial_token_overlap_unindexed
S1-3312041	S2-174613994	S2	alpha care pvt ltd	plot no 212 1 phase ii ida cherlapally hyderabad telangana	india	india		empty_or_missing_name
S1-546469339	S3-841907701	S3	90 99 street llc	1012 karen drive new bern nc	us	us	street,99,90	partial_token_overlap_unindexed
S1-144878347	S3-808694273	S3	ib advisors pvt ltd	z3 chaitanya hdlm hanuman chowk opp p pump bathinda punjab	india	india		zero_shared_tokens_transliteration
S1-884606211	S2-136627460	S2	foot and ankle care associates lp	york 5 madison street sc	us	us	care,associates,foot,and,ankle	partial_token_overlap_unindexed
S1-544993623	S3-520022527	S3	precision cloud brands inc	10 coates avenue deerfield ma	us	us	cloud,brands,precision	partial_token_overlap_unindexed
S1-341321228	S3-315594171	S3	jrp flour private limited	46 first street gopalapuram coimbatore tamil nadu	india	india		zero_shared_tokens_transliteration
S1-956930131	S3-112213518	S3	womens health partners llc	2100 fairfield drive joliet il	us	us	partners,health,womens	partial_token_overlap_unindexed
S1-970491860	S3-495874350	S3	corcoran blue eqv llc	3229 denman street fort worth tx	us	us	blue,llc,corcoran	partial_token_overlap_unindexed
S1-477308019	S3-533185008	S3	cardiology center group	930 600 logan city ut	us	us	center,cardiology	partial_token_overlap_unindexed
S1-100114235	S3-298484569	S3	global initiative	21155 nowthen boulevard nowthen mn	us	us	global	partial_token_overlap_unindexed
S1-819527390	S2-554542621	S2	new delhi option private limited	g 5 28 safdarjung development area opposite iit gate new delhi south delhi delhi	india	india	private,new,option,delhi	partial_token_overlap_unindexed
S1-601784526	S3-841535682	S3	prudy maldonado tri state mortgage llc	6553 olive lane maple grove mn	us	us	mortgage,tri,maldonado,state,prudy	partial_token_overlap_unindexed
S1-479190496	S2-298184012	S2	west willow l l c	116 la ventana drive liberty hill tx	us	us	west,willow	partial_token_overlap_unindexed
S1-325106163	S2-330111962	S2	premier marketing private limited	956 34 cherickal house cherickal lane pallom kottayam kerala kottayam kerala	india	india		empty_or_missing_name
S1-559129958	S2-831241381	S2	krishna impex pvt ltd	unit 604 607 tower a the address plot no b district center mayur vihar phase 1 extension east delhi delhi	india	india		empty_or_missing_name
S1-242634825	S3-319900521	S3	creative environmental networks	2432 colter court fort worth tx	us	us	creative,environmental,networks	partial_token_overlap_unindexed
S1-599209501	S2-213951844	S2	bright ventures private limited	15 2 677 telangana hyderabad kishan gunj hyderabad	india	india		empty_or_missing_name
S1-876781792	S3-651646511	S3	secure sangh	503 b block green terraces whitefields kondapur hyderabad telangana	india	india	sangh,secure	partial_token_overlap_unindexed
S1-41217356	S3-272041321	S3	dental valley specialists llc	4 curtis street peabody ma	us	us	valley,dental	partial_token_overlap_unindexed
S1-684726056	S3-681558501	S3	gulf advantage inc	304 jenette avenue il buckner fl 1	us	us	gulf,inc	partial_token_overlap_unindexed
S1-7335365	S3-406498394	S3	western tri state staked inc	2867 western avenue il park forest	us	us	western,inc,staked	partial_token_overlap_unindexed
S1-947812879	S2-143668953	S2	care 1 it	7421 400 greensburg in	us	us	1,care	partial_token_overlap_unindexed
S1-994551021	S2-353715879	S2	trout frank and green can	16 harmon road glenville ny	us	us	and,trout,frank	partial_token_overlap_unindexed
S1-254626800	S2-745160549	S2	heritage vanguard wintergreen inc	41 fermoy heights avenue boston ma	us	us	inc,wintergreen,heritage	partial_token_overlap_unindexed
S1-694106476	S3-304980831	S3	silver hair studio	6802 old bastrop highway san marcos tx	us	us	silver,hair	partial_token_overlap_unindexed
S1-169459586	S3-246316944	S3	pediatric dentistry partners	7005 lampkins crossing drive williamson county tn	us	us	dentistry,pediatric,partners	partial_token_overlap_unindexed
S1-856710782	S2-576052323	S2	sunrise technologies limited	no 60 7th cross 8th main bikasipura bangalore karnataka	india	india		empty_or_missing_name
S1-541947198	S2-598171166	S2	apex fortune power pvt ltd	b 38 47 k 1 tulsipur moti jheel varanasi uttar pradesh	india	india		empty_or_missing_name
S1-623261026	S2-477672690	S2	orthopedic care	827 elmhurst road des plaines il	us	us		zero_shared_tokens_transliteration
S1-200918632	S3-376432921	S3	new and associates	plot no 02 khasra no 122 gram faridipur dubagga uttar pradesh lucknow	india	india		zero_shared_tokens_transliteration
S1-512069001	S3-984502215	S3	first management private limited	501 madhuram enclave behind sarvottam hotel gandhinagar gandhi nagar gujarat	india	india	limited,first,management	partial_token_overlap_unindexed
S1-502209550	S3-245721249	S3	hitech health india	new delhi nand vihar sec 16 a nr dwarka metro station c 1 25 ff hukum chand appt delhi south west delhi	india	india	hitech,health,india	partial_token_overlap_unindexed
S1-729124566	S2-769499500	S2	west cardiology	1050 high street bridgton me	us	us	west	partial_token_overlap_unindexed
S1-804122429	S2-759605861	S2	shiv traders private limited	ii floor surya complex 625 anna salai chennai tamil nadu	india	india	private,limited,shiv	partial_token_overlap_unindexed
S1-568912791	S3-606683905	S3	hess continental jab	912 olvey road harrison ar	us	us	hess,continental	partial_token_overlap_unindexed
S1-299771920	S2-829117311	S2	oxford trading private limited	g 03 village garhi noida gautam buddha nagar uttar pradesh	india	india	private,oxford,trading	partial_token_overlap_unindexed
S1-132651583	S3-201479226	S3	tech india merchants private limited	h no 154 3rd floor vinoba puri new delhi south delhi delhi	india	india	private,merchants,tech,india	partial_token_overlap_unindexed
S1-452015353	S3-706462488	S3	st catholic church	peoria il 6337 devonshire drive	us	us	st	partial_token_overlap_unindexed
S1-842247360	S2-995101662	S2	family care associates inc	3664 lavender lane bainbridge island wa	us	us	care,family	partial_token_overlap_unindexed
S1-864085570	S3-189973168	S3	shyam management	venkatadri building msk mill road gulbarga karnataka	india	india	shyam,management	partial_token_overlap_unindexed
S1-628388435	S3-215386196	S3	global projects pvt ltd	pno 16 maniknagar waghala m corp nanded maharashtra	india	india		empty_or_missing_name
S1-365905493	S3-21948079	S3	mumbai producer clinic	5 sindulla 2nd floor navroji gamadia road mumbai mumbai city maharashtra	india	india		zero_shared_tokens_transliteration
S1-234437198	S3-691183557	S3	federal learning center	416 doc miller road cool ridge wv	us	us	learning,federal	partial_token_overlap_unindexed
S1-482358496	S2-807496982	S2	pioneer agro private limited	old survey no 57 3 4 8 59 1 new survey no 97 m nr national miplastic kashimira thane maharashtra	india	india		empty_or_missing_name
S1-871061162	S3-92808762	S3	cruz bride esq	263 corlear drive unit lot 2 willsboro ny	us	us	bride,cruz,esq	partial_token_overlap_unindexed
S1-593494851	S2-17757163	S2	international technical systems	2 apache trail hampton city va	us	us	systems,international	partial_token_overlap_unindexed
S1-139532667	S3-905481899	S3	merchant charitable trust	mohla road village harphala post office gadpuri ballabgarh faridabad haryana	india	india		zero_shared_tokens_transliteration
S1-219662853	S2-328673064	S2	cunningham allegro	17 high street newville borough pa	us	us	cunningham	partial_token_overlap_unindexed
S1-33710717	S2-822397210	S2	mumbai technologies	g 02 gr floor cozyden chs ltd 45 bazar road nr ram mandir bandra west mumbai mumbai city maharashtra	india	india	mumbai,technologies	partial_token_overlap_unindexed
S1-146513196	S3-568987680	S3	orthopedic express care llc	2400 b fort worth street broken arrow ok	us	us	care,express,orthopedic	partial_token_overlap_unindexed
S1-207311787	S3-783841951	S3	elizabeth banks m d pc	1680 farmstead drive chattanooga tn	us	us	pc,d,m,elizabeth	partial_token_overlap_unindexed
S1-613937548	S2-833827730	S2	vanguard aura	5120 annapolis dekalb road bucyrus oh	us	us		zero_shared_tokens_transliteration
S1-988634923	S2-915585998	S2	marketing tushar construction	flat no i 705 rajapushpa atria rajendra nagar k v rangareddy telangana	india	india		zero_shared_tokens_transliteration
S1-795884032	S3-51428309	S3	vl management private limited	behind power house ward no 1 dev colony pilani jhunjhunun rajasthan	india	india	vl,management	partial_token_overlap_unindexed
S1-913926543	S2-799918155	S2	kamala hospital	ct 5 906b floor 9th lodha supremus new cuff parede mumbai maharashtra	india	india	hospital,kamala	partial_token_overlap_unindexed
S1-422844605	S2-844601485	S2	interstate initiative llc	204 crestwood street fairview or	us	us	llc,interstate	partial_token_overlap_unindexed
S1-793517999	S2-737499509	S2	leblanc dynamics corp	2320 10th street nm farmington	us	us	dynamics,leblanc	partial_token_overlap_unindexed
S1-905049075	S3-436227745	S3	pune financial private limited	flat no a 1302 kool homes panchamrut s no 6 2 3 near orchid school ambegaon pune maharashtra	india	india	private,limited,pune	partial_token_overlap_unindexed
S1-662651729	S2-715742383	S2	india gkv india private limited	unit no 920 921 9th floor tower 4 assotech business cresterra sector 135 noida gautam buddha nagar uttar pradesh	india	india	private,limited,india	partial_token_overlap_unindexed
S1-344101169	S2-853690095	S2	rainbow retreat	c o sukanta ghosh 41 1 n c b lane berhampore murshidabad west bengal	india	india		zero_shared_tokens_transliteration
S1-339727390	S3-647834634	S3	keystone optimal products	1075 jason circle ashland city tn	us	us	keystone,products	partial_token_overlap_unindexed
S1-432977003	S2-58887072	S2	pittman hcm	4132 bayou maison circle dickinson tx	us	us	hcm,pittman	partial_token_overlap_unindexed
S1-541242696	S3-966657701	S3	city_name homes private limited	ausa road tq latur latur maharashtra	india	india	private,city_name,homes	partial_token_overlap_unindexed
S1-155228361	S3-123060220	S3	maa and co private limited	73 balaji layout mylasandra village kengeri hobli bangalore karnataka	india	india		zero_shared_tokens_transliteration
S1-246074347	S2-154397597	S2	ambattur legal private limited	mettu street athipet tamil nadu no 45 50 chennai ambattur	india	india	private,legal,ambattur	partial_token_overlap_unindexed
S1-242706067	S3-955639656	S3	ujjaendra productions private limited	b 47 jai bharat enclave near sahibabad thane ghaziabad uttar pradesh	india	india	ujjaendra,productions,limited	partial_token_overlap_unindexed
S1-508556728	S3-795693988	S3	guru estate private limited	pno 73wp bolligudam ghatkesar hyderabad telangana	india	india		empty_or_missing_name
S1-390280634	S2-247595174	S2	laxmi infotech private limited	sri radhacharan sah s o late harivansh sah mahaveer tola ara bhojpur bihar	india	india		empty_or_missing_name
